Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4,Gejala_5,Gejala_6,Gejala_7,Gejala_8,Gejala_9,Gejala_10,Gejala_11,Gejala_12,Gejala_13,Gejala_14,Gejala_15,Gejala_16,Gejala_17
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan pencernaan, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,
AIDS, pengecilan otot, patch_in_throat, demam tinggi, extra_marital_contacts,,,,,,,,,,,,,
Diabetes, kelelahan, berat_penurunan, kegelisahan, kelesuan, kadar_gula_tidak teratur, penglihatan_kabur_dan_terdistorsi_, kegemukan, berlebihan_kelaparan, peningkatan_nafsu makan, poliuria,,,,,,,
Gastroenteritis, muntah, cekung_mata, dehidrasi, diare,,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam tinggi, sesak napas, sejarah keluarga, mukoid_dahak,,,,,,,,,,,
 Hipertensi, sakit kepala, nyeri dada, pusing, kehilangan_keseimbangan_, kurang konsenterasi,,,,,,,,,,,,
Migrain, keasaman, gangguan pencernaan, sakit kepala, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, leher kaku, depresi, sifat lekas marah, gangguan_visual,,,,,,,,
Spondylosis serviks, sakit punggung, kelemahan_di_anggota badan, sakit leher, pusing, kehilangan_keseimbangan_,,,,,,,,,,,,
Kelumpuhan (pendarahan otak), muntah, sakit kepala, kelemahan_sisi_satu_tubuh_, diubah_sensorium,,,,,,,,,,,,,
Penyakit kuning,gatal, muntah, kelelahan, berat_penurunan, demam tinggi, kulit_kekuningan, urin_gelap, sakit perut,,,,,,,,,
Malaria, panas dingin, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot,,,,,,,,,
Cacar air,gatal, ruam kulit, kelelahan, kelesuan, demam tinggi, sakit kepala, kehilangan selera makan, ringan_demam, pembengkakan_kelenjar getah bening, rasa tidak enak, bintik_merah_di atas_tubuh,,,,,,
demam berdarah, ruam kulit, panas dingin, nyeri sendi, muntah, kelelahan, demam tinggi, sakit kepala, mual, kehilangan selera makan, rasa sakit_di belakang_mata_, sakit punggung, rasa tidak enak, nyeri otot, bintik_merah_di atas_tubuh,,,
Penyakit tipus, panas dingin, muntah, kelelahan, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, tampilan_toksik_(kesalahan ketik), sakit perut,,,,,,
hepatitis A, nyeri sendi, muntah, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, diare, ringan_demam, mata_menguning, nyeri otot,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan pencernaan, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,
AIDS, pengecilan otot, patch_in_throat, demam tinggi, extra_marital_contacts,,,,,,,,,,,,,
Diabetes, kelelahan, berat_penurunan, kegelisahan, kelesuan, kadar_gula_tidak teratur, penglihatan_kabur_dan_terdistorsi_, kegemukan, berlebihan_kelaparan, peningkatan_nafsu makan, poliuria,,,,,,,
Gastroenteritis, muntah, cekung_mata, dehidrasi, diare,,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam tinggi, sesak napas, sejarah keluarga, mukoid_dahak,,,,,,,,,,,
 Hipertensi, sakit kepala, nyeri dada, pusing, kehilangan_keseimbangan_, kurang konsenterasi,,,,,,,,,,,,
Migrain, keasaman, gangguan pencernaan, sakit kepala, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, leher kaku, depresi, sifat lekas marah, gangguan_visual,,,,,,,,
Spondylosis serviks, sakit punggung, kelemahan_di_anggota badan, sakit leher, pusing, kehilangan_keseimbangan_,,,,,,,,,,,,
Kelumpuhan (pendarahan otak), muntah, sakit kepala, kelemahan_sisi_satu_tubuh_, diubah_sensorium,,,,,,,,,,,,,
Penyakit kuning,gatal, muntah, kelelahan, berat_penurunan, demam tinggi, kulit_kekuningan, urin_gelap, sakit perut,,,,,,,,,
Malaria, panas dingin, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot,,,,,,,,,
Cacar air,gatal, ruam kulit, kelelahan, kelesuan, demam tinggi, sakit kepala, kehilangan selera makan, ringan_demam, pembengkakan_kelenjar getah bening, rasa tidak enak, bintik_merah_di atas_tubuh,,,,,,
demam berdarah, ruam kulit, panas dingin, nyeri sendi, muntah, kelelahan, demam tinggi, sakit kepala, mual, kehilangan selera makan, rasa sakit_di belakang_mata_, sakit punggung, rasa tidak enak, nyeri otot, bintik_merah_di atas_tubuh,,,
Penyakit tipus, panas dingin, muntah, kelelahan, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, tampilan_toksik_(kesalahan ketik), sakit perut,,,,,,
hepatitis A, nyeri sendi, muntah, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, diare, ringan_demam, mata_menguning, nyeri otot,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan pencernaan, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,
AIDS, pengecilan otot, patch_in_throat, demam tinggi, extra_marital_contacts,,,,,,,,,,,,,
Diabetes, kelelahan, berat_penurunan, kegelisahan, kelesuan, kadar_gula_tidak teratur, penglihatan_kabur_dan_terdistorsi_, kegemukan, berlebihan_kelaparan, peningkatan_nafsu makan, poliuria,,,,,,,
Gastroenteritis, muntah, cekung_mata, dehidrasi, diare,,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam tinggi, sesak napas, sejarah keluarga, mukoid_dahak,,,,,,,,,,,
 Hipertensi, sakit kepala, nyeri dada, pusing, kehilangan_keseimbangan_, kurang konsenterasi,,,,,,,,,,,,
Migrain, keasaman, gangguan pencernaan, sakit kepala, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, leher kaku, depresi, sifat lekas marah, gangguan_visual,,,,,,,,
Spondylosis serviks, sakit punggung, kelemahan_di_anggota badan, sakit leher, pusing, kehilangan_keseimbangan_,,,,,,,,,,,,
Kelumpuhan (pendarahan otak), muntah, sakit kepala, kelemahan_sisi_satu_tubuh_, diubah_sensorium,,,,,,,,,,,,,
Penyakit kuning,gatal, muntah, kelelahan, berat_penurunan, demam tinggi, kulit_kekuningan, urin_gelap, sakit perut,,,,,,,,,
Malaria, panas dingin, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot,,,,,,,,,
Cacar air,gatal, ruam kulit, kelelahan, kelesuan, demam tinggi, sakit kepala, kehilangan selera makan, ringan_demam, pembengkakan_kelenjar getah bening, rasa tidak enak, bintik_merah_di atas_tubuh,,,,,,
demam berdarah, ruam kulit, panas dingin, nyeri sendi, muntah, kelelahan, demam tinggi, sakit kepala, mual, kehilangan selera makan, rasa sakit_di belakang_mata_, sakit punggung, rasa tidak enak, nyeri otot, bintik_merah_di atas_tubuh,,,
Penyakit tipus, panas dingin, muntah, kelelahan, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, tampilan_toksik_(kesalahan ketik), sakit perut,,,,,,
hepatitis A, nyeri sendi, muntah, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, diare, ringan_demam, mata_menguning, nyeri otot,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan pencernaan, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,
AIDS, pengecilan otot, patch_in_throat, demam tinggi, extra_marital_contacts,,,,,,,,,,,,,
Diabetes, kelelahan, berat_penurunan, kegelisahan, kelesuan, kadar_gula_tidak teratur, penglihatan_kabur_dan_terdistorsi_, kegemukan, berlebihan_kelaparan, peningkatan_nafsu makan, poliuria,,,,,,,
Gastroenteritis, muntah, cekung_mata, dehidrasi, diare,,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam tinggi, sesak napas, sejarah keluarga, mukoid_dahak,,,,,,,,,,,
 Hipertensi, sakit kepala, nyeri dada, pusing, kehilangan_keseimbangan_, kurang konsenterasi,,,,,,,,,,,,
Migrain, keasaman, gangguan pencernaan, sakit kepala, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, leher kaku, depresi, sifat lekas marah, gangguan_visual,,,,,,,,
Spondylosis serviks, sakit punggung, kelemahan_di_anggota badan, sakit leher, pusing, kehilangan_keseimbangan_,,,,,,,,,,,,
Kelumpuhan (pendarahan otak), muntah, sakit kepala, kelemahan_sisi_satu_tubuh_, diubah_sensorium,,,,,,,,,,,,,
Penyakit kuning,gatal, muntah, kelelahan, berat_penurunan, demam tinggi, kulit_kekuningan, urin_gelap, sakit perut,,,,,,,,,
Malaria, panas dingin, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot,,,,,,,,,
Cacar air,gatal, ruam kulit, kelelahan, kelesuan, demam tinggi, sakit kepala, kehilangan selera makan, ringan_demam, pembengkakan_kelenjar getah bening, rasa tidak enak, bintik_merah_di atas_tubuh,,,,,,
demam berdarah, ruam kulit, panas dingin, nyeri sendi, muntah, kelelahan, demam tinggi, sakit kepala, mual, kehilangan selera makan, rasa sakit_di belakang_mata_, sakit punggung, rasa tidak enak, nyeri otot, bintik_merah_di atas_tubuh,,,
Penyakit tipus, panas dingin, muntah, kelelahan, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, tampilan_toksik_(kesalahan ketik), sakit perut,,,,,,
hepatitis A, nyeri sendi, muntah, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, diare, ringan_demam, mata_menguning, nyeri otot,,,,,,
Hepatitis B,gatal, kelelahan, kelesuan, kulit_kekuningan, urin_gelap, kehilangan selera makan, sakit perut, kuning_urin, mata_menguning, rasa tidak enak, menerima_transfusi_darah, menerima_suntikan_tidak steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning, sejarah keluarga,,,,,,,,,,,
Hepatitis D, nyeri sendi, muntah, kelelahan, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,
Hepatitis E, nyeri sendi, muntah, kelelahan, demam tinggi, kulit_kekuningan, urin_gelap, mual, kehilangan selera makan, sakit perut, mata_menguning, kegagalan_hati_akut, koma, perut_pendarahan,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, sakit perut, pembengkakan_perut_, distensi_perut_, riwayat_konsumsi_alkohol, kelebihan cairan,,,,,,,,,,
TBC, panas dingin, muntah, kelelahan, berat_penurunan, batuk, demam tinggi, sesak napas, berkeringat, kehilangan selera makan, ringan_demam, mata_menguning, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, nyeri dada, darah_dalam_dahak,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
